20190626-161001,OK,12.00,12.00,31.0,29.0
20190626-161502,OK,12.00,12.00,31.0,29.0
20190626-162001,OK,12.00,12.00,31.0,29.0
20190626-162501,OK,12.00,12.00,31.0,29.0
20190626-163001,OK,12.00,12.00,31.0,29.0
20190626-163502,OK,12.00,12.00,31.0,29.0
20190626-164001,OK,12.00,12.00,31.0,29.0
20190626-164502,OK,12.00,12.00,31.0,29.0
20190626-165001,OK,12.00,12.00,31.0,29.0
20190626-165502,OK,12.00,12.00,31.0,29.0
20190626-170001,OK,12.00,12.00,31.0,29.0
20190626-170501,OK,12.00,12.00,31.0,29.0
20190626-171002,OK,12.00,12.00,31.0,29.0
20190626-171501,OK,12.00,12.00,31.0,29.0
20190626-172001,OK,12.00,12.00,31.0,29.0
20190626-172502,OK,12.00,12.00,31.0,29.0
20190626-173001,OK,12.00,12.00,31.0,29.0
20190626-173502,OK,12.00,12.00,31.0,29.0
20190626-174001,OK,12.00,12.00,31.0,29.0
20190626-174501,OK,12.00,12.00,31.0,29.0
20190626-175001,OK,12.00,12.00,31.0,29.0
20190626-175501,OK,12.00,12.00,31.0,29.0
20190626-180002,OK,12.00,12.00,31.0,29.0
20190626-180501,OK,12.00,12.00,31.0,29.0
20190626-181001,OK,12.00,12.00,31.0,29.0
20190626-181502,OK,12.00,12.00,31.0,29.0
20190626-182001,OK,12.00,12.00,31.0,29.0
20190626-182501,OK,12.00,12.00,31.0,29.0
20190626-183002,OK,12.00,12.00,31.0,29.0
20190626-183501,OK,12.00,12.00,31.0,29.0
20190626-184001,OK,12.00,12.00,31.0,29.0
20190626-184501,OK,12.00,12.00,31.0,29.0
20190626-185002,OK,12.00,12.00,31.0,29.0
20190626-185501,OK,12.00,12.00,31.0,29.0
20190626-190001,OK,12.00,12.00,31.0,29.0
20190626-190501,OK,12.00,12.00,31.0,29.0
20190626-191002,OK,12.00,12.00,31.0,29.0
20190626-191501,OK,12.00,12.00,31.0,29.0
20190626-192002,OK,12.00,12.00,31.0,29.0
20190626-192501,OK,12.00,12.00,31.0,29.0
20190626-193001,OK,12.00,12.00,31.0,29.0
20190626-193501,OK,12.00,12.00,31.0,29.0
20190626-194002,OK,12.00,12.00,31.0,29.0
20190626-194501,OK,12.00,12.00,31.0,29.0
20190626-195002,OK,12.00,12.00,32.0,28.0
20190626-195501,OK,12.00,12.00,32.0,28.0
20190626-200002,OK,12.00,12.00,32.0,28.0
20190626-200501,OK,12.00,12.00,32.0,28.0
20190626-201001,OK,12.00,12.00,31.0,29.0
20190626-201502,OK,12.00,12.00,31.0,29.0
20190626-202001,OK,12.00,12.00,31.0,29.0
20190626-202502,OK,12.00,12.00,31.0,29.0
20190626-203001,OK,12.00,12.00,32.0,28.0
20190626-203501,OK,12.00,12.00,32.0,28.0
20190626-204002,OK,12.00,12.00,32.0,28.0
20190626-204501,OK,12.00,12.00,32.0,28.0
20190626-205001,OK,12.00,12.00,31.0,29.0
20190626-205501,OK,12.00,12.00,32.0,28.0
20190626-210001,OK,12.00,12.00,32.0,28.0
20190626-210502,OK,12.00,12.00,32.0,28.0
20190626-211001,OK,11.00,12.00,32.0,28.0
20190626-211501,OK,11.00,12.00,32.0,28.0
20190626-212001,OK,11.00,12.00,32.0,28.0
20190626-212501,OK,11.00,12.00,32.0,28.0
20190626-213002,OK,11.00,12.00,32.0,28.0
20190626-213501,OK,11.00,12.00,32.0,28.0
20190626-214001,OK,11.00,12.00,32.0,28.0
20190626-214502,OK,11.00,12.00,32.0,28.0
20190626-215001,OK,11.00,12.00,32.0,28.0
20190626-215502,OK,11.00,12.00,32.0,28.0
20190626-220001,OK,11.00,12.00,32.0,28.0
20190626-220501,OK,11.00,12.00,32.0,28.0
20190626-221002,OK,11.00,12.00,32.0,28.0
20190626-221501,OK,11.00,12.00,32.0,28.0
20190626-222002,OK,11.00,12.00,32.0,28.0
20190626-222501,OK,11.00,11.00,32.0,28.0
20190626-223001,OK,11.00,11.00,32.0,28.0
20190626-223502,OK,11.00,11.00,32.0,28.0
20190626-224001,OK,11.00,11.00,32.0,28.0
20190626-224502,OK,11.00,11.00,32.0,28.0
20190626-225001,OK,11.00,11.00,32.0,28.0
20190626-225501,OK,11.00,11.00,32.0,28.0
20190626-230002,OK,11.00,11.00,32.0,28.0
20190626-230501,OK,11.00,11.00,32.0,28.0
20190626-231002,OK,11.00,11.00,32.0,28.0
20190626-231501,OK,11.00,11.00,32.0,28.0
20190626-232001,OK,11.00,11.00,32.0,28.0
20190626-232502,OK,11.00,11.00,32.0,28.0
20190626-233001,OK,11.00,11.00,32.0,28.0
20190626-233502,OK,11.00,11.00,32.0,28.0
20190626-234001,OK,11.00,11.00,32.0,28.0
20190626-234501,OK,11.00,11.00,32.0,28.0
20190626-235002,OK,11.00,11.00,32.0,28.0
20190626-235501,OK,11.00,11.00,32.0,28.0
